# Color sequence
f, 100, 100, 100, 1
f, 0, 0, 0, 1
i, 100, 100, 100, 1
i, 0, 0, 0, 1
f, 100, 0, 0, 1
i, 0, 0, 0, 1
f, 0, 100, 0, 1
i, 0, 0, 0, 1
f, 0, 0, 100, 1
